sexo,cpro,grupo_edad,poblacion_total,poblacion_agregada,porcentaje
Hombres,26,70-79,13.057,136.823,9.542986193841678
Hombres,26,80+,8.157,136.823,5.9617169627913436
Mujeres,26,0-9,11.148,140.299,7.9458869984818135
Mujeres,26,10-19,13.635,140.299,9.71852971154463
Mujeres,26,20-29,11.66,140.299,8.310821887540182
Mujeres,26,30-39,14.407999999999998,140.299,10.26949586240814
Mujeres,26,40-49,21.741999999999997,140.299,15.496903042787189
Mujeres,26,50-59,21.448,140.299,15.287350586960704
Mujeres,26,60-69,18.093,140.299,12.896029194791126
Mujeres,26,70-79,14.489,140.299,10.327229702278705
Mujeres,26,80+,13.675999999999998,140.299,9.747753013207506
Hombres,27,0-9,9.955,149.882,6.641891621408841
Hombres,27,10-19,10.958,149.882,7.311084719979717
Hombres,27,20-29,11.882,149.882,7.927569688154682
Hombres,27,30-39,16.901,149.882,11.276203947105055
Hombres,27,40-49,22.567,149.882,15.056511122082705
Hombres,27,50-59,23.944000000000003,149.882,15.975233850629165
Hombres,27,60-69,22.226,149.882,14.828998812399085
Hombres,27,70-79,17.189999999999998,149.882,11.46902229754073
Hombres,27,80+,14.259,149.882,9.513483940700016
Mujeres,27,0-9,9.6,159.53099999999998,6.017639204919421
Mujeres,27,10-19,10.495,159.53099999999998,6.57865869329472
Mujeres,27,20-29,11.277999999999999,159.53099999999998,7.06947239094596
Mujeres,27,30-39,16.34,159.53099999999998,10.242523396706597
Mujeres,27,40-49,22.607,159.53099999999998,14.170913490168058
Mujeres,27,50-59,24.567999999999998,159.53099999999998,15.400141665256283
Mujeres,27,60-69,21.963,159.53099999999998,13.767230193504712
Mujeres,27,70-79,19.855,159.53099999999998,12.445856918091156
Mujeres,27,80+,22.824999999999996,159.53099999999998,14.3075640471131
Hombres,28,0-9,287.524,2826.3309999999997,10.173047672052567
Hombres,28,10-19,330.89,2826.3309999999997,11.707404405216517
Hombres,28,20-29,288.81100000000004,2826.3309999999997,10.218583739837976
Hombres,28,30-39,352.76300000000003,2826.3309999999997,12.48130526820815
Hombres,28,40-49,485.88800000000003,2826.3309999999997,17.19147544997384
Hombres,28,50-59,424.539,2826.3309999999997,15.020852122415954
Hombres,28,60-69,306.524,2826.3309999999997,10.845297313018186
Hombres,28,70-79,223.06799999999998,2826.3309999999997,7.892493837416778
Hombres,28,80+,126.32400000000001,2826.3309999999997,4.469540191860048
Mujeres,28,0-9,271.86699999999996,3051.5610000000006,8.909112418201698
Mujeres,28,10-19,312.96000000000004,3051.5610000000006,10.25573468791874
Mujeres,28,20-29,278.855,3051.5610000000006,9.138109970601931
Mujeres,28,30-39,354.395,3051.5610000000006,11.61356433641667
Mujeres,28,40-49,500.341,3051.5610000000006,16.396231305879187
Mujeres,28,50-59,455.916,3051.5610000000006,14.940419018331927
Mujeres,28,60-69,360.052,3051.5610000000006,11.798944867888924
Mujeres,28,70-79,286.732,3051.5610000000006,9.396240153809805
Mujeres,28,80+,230.443,3051.5610000000006,7.551643240951106
Hombres,29,0-9,71.57,695.4370000000001,10.291370749614988
Hombres,29,10-19,85.307,695.4370000000001,12.266675486061281
Hombres,29,20-29,73.96600000000001,695.4370000000001,10.635902317535592
Hombres,29,30-39,90.762,695.4370000000001,13.051074360438111
Hombres,29,40-49,117.923,695.4370000000001,16.956676161895324
Hombres,29,50-59,105.257,695.4370000000001,15.135375310775812
Hombres,29,60-69,75.267,695.4370000000001,10.82297893267111
Hombres,29,70-79,50.599000000000004,695.4370000000001,7.275856763445142
Hombres,29,80+,24.786,695.4370000000001,3.5640899175626255
Mujeres,29,0-9,67.686,720.0,9.400833333333335
Mujeres,29,10-19,80.645,720.0,11.200694444444444
Mujeres,29,20-29,71.119,720.0,9.877638888888889
Mujeres,29,30-39,90.273,720.0,12.537916666666666
Mujeres,29,40-49,117.138,720.0,16.269166666666667
Mujeres,29,50-59,109.015,720.0,15.14097222222222
Mujeres,29,60-69,81.81200000000001,720.0,11.36277777777778
Mujeres,29,70-79,60.235,720.0,8.365972222222222
Mujeres,29,80+,42.077,720.0,5.844027777777778
Hombres,30,0-9,69.238,639.438,10.827945789896754
Hombres,30,10-19,81.619,639.438,12.76417729318558
Hombres,30,20-29,71.208,639.438,11.136028825312227
Hombres,30,30-39,81.326,639.438,12.71835580619231
Hombres,30,40-49,106.89599999999999,639.438,16.717179773488596
Hombres,30,50-59,94.726,639.438,14.813945996328027
Hombres,30,60-69,65.533,639.438,10.24853074105699
Hombres,30,70-79,42.787000000000006,639.438,6.691344586965429
Hombres,30,80+,26.105,639.438,4.082491187574089
Mujeres,30,0-9,65.059,652.4440000000001,9.971583768108832
Mujeres,30,10-19,76.928,652.4440000000001,11.790743726664662
Mujeres,30,20-29,67.445,652.4440000000001,10.33728565210194
Mujeres,30,30-39,78.86099999999999,652.4440000000001,12.087014364451198
Mujeres,30,40-49,103.378,652.4440000000001,15.844731501860695
Mujeres,30,50-59,95.84,652.4440000000001,14.68938330339462
Mujeres,30,60-69,70.423,652.4440000000001,10.793723292727037
Mujeres,30,70-79,52.238,652.4440000000001,8.00651090361778
Mujeres,30,80+,42.272,652.4440000000001,6.47902348707322
Hombres,31,0-9,28.176,291.833,9.654836841618321
Hombres,31,10-19,33.301,291.833,11.410978196434261
Hombres,31,20-29,28.755,291.833,9.853237981996552
Hombres,31,30-39,31.73,291.833,10.87265662210922
Hombres,31,40-49,47.778999999999996,291.833,16.372034691073317
Hombres,31,50-59,45.61,291.833,15.628801403542436
Hombres,31,60-69,35.5,291.833,12.164491335798212
Hombres,31,70-79,25.874000000000002,291.833,8.866029544294168
Hombres,31,80+,15.108,291.833,5.1769333831335045
Mujeres,31,0-9,26.658,298.174,8.94041734021075
Mujeres,31,10-19,31.596000000000004,298.174,10.596497347186544
Mujeres,31,20-29,27.196999999999996,298.174,9.121184274953551
Mujeres,31,30-39,30.953999999999997,298.174,10.381186823800869
Mujeres,31,40-49,46.239999999999995,298.174,15.507723678120827
Mujeres,31,50-59,44.58800000000001,298.174,14.953684761246794
Mujeres,31,60-69,36.108999999999995,298.174,12.110043129179605
Mujeres,31,70-79,29.2,298.174,9.792939692930974
Mujeres,31,80+,25.631999999999998,298.174,8.596322952370093
Hombres,32,0-9,8.917,139.216,6.405154579933341
Hombres,32,10-19,10.686,139.216,7.675841857257786
Hombres,32,20-29,11.357000000000001,139.216,8.157826686587748
Hombres,32,30-39,14.847999999999999,139.216,10.665440753936329
Hombres,32,40-49,20.525999999999996,139.216,14.743994943109984
Hombres,32,50-59,21.239,139.216,15.256148718538098
Hombres,32,60-69,19.905,139.216,14.297925525801633
Hombres,32,70-79,17.847,139.216,12.8196471669923
Hombres,32,80+,13.891,139.216,9.978019767842776
Mujeres,32,0-9,8.269,149.814,5.5195108601332326
Mujeres,32,10-19,10.076,149.814,6.72567316806173
Mujeres,32,20-29,10.634,149.814,7.0981350207590745
Mujeres,32,30-39,14.299,149.814,9.544501848959376
Mujeres,32,40-49,20.478,149.814,13.668949497376747
Mujeres,32,50-59,21.926000000000002,149.814,14.635481330182762
Mujeres,32,60-69,20.9,149.814,13.950632117158609
Mujeres,32,70-79,20.845999999999997,149.814,13.914587421736286
Mujeres,32,80+,22.386,149.814,14.942528735632186
Hombres,33,0-9,32.283,463.058,6.971696850070617
Hombres,33,10-19,39.804,463.058,8.595899433764236
Hombres,33,20-29,36.480999999999995,463.058,7.878278746938827
Hombres,33,30-39,50.591,463.058,10.925413231171905
Hombres,33,40-49,78.694,463.058,16.99441538640948
Hombres,33,50-59,76.87,463.058,16.60051224684597
Hombres,33,60-69,70.0,463.058,15.116896803424194
Hombres,33,70-79,48.5,463.058,10.473849928086763
Hombres,33,80+,29.834999999999997,463.058,6.443037373288011
Mujeres,33,0-9,30.365,505.01599999999996,6.012680786351324
Mujeres,33,10-19,37.711,505.01599999999996,7.467288165127442
Mujeres,33,20-29,34.381,505.01599999999996,6.807903115940881
Mujeres,33,30-39,49.586,505.01599999999996,9.81869881350294
Mujeres,33,40-49,78.68199999999999,505.01599999999996,15.580100432461544
Mujeres,33,50-59,79.74100000000001,505.01599999999996,15.789796758914573
Mujeres,33,60-69,77.804,505.01599999999996,15.406244554627973
Mujeres,33,70-79,60.782,505.01599999999996,12.035658276173429
Mujeres,33,80+,55.964,505.01599999999996,11.081629096899901
Hombres,34,0-9,5.439,1054.182,0.5159450645144766
Hombres,34,10-19,6.1579999999999995,1054.182,0.5841496060452559
Hombres,34,20-29,6.5440000000000005,1054.182,0.6207656742384142
Hombres,34,30-39,8.385,1054.182,0.7954034502581148
Hombres,34,40-49,10.985,1054.182,1.0420401790203209
Hombres,34,50-59,12.815000000000001,1054.182,1.215634491956797
Hombres,34,60-69,12.047,1054.182,1.142781796691653
Hombres,34,70-79,7.765000000000001,1054.182,0.736590076476358
Hombres,34,80+,984.044,1054.182,93.3466896607986
Mujeres,34,0-9,5.036,76.409,6.590846628015024
Mujeres,34,10-19,5.952,76.409,7.789658286327526
Mujeres,34,20-29,6.103,76.409,7.9872789854598265
Mujeres,34,30-39,7.713000000000001,76.409,10.094360611969796
Mujeres,34,40-49,10.493,76.409,13.732675470167127
Mujeres,34,50-59,12.302,76.409,16.10019762069913
Mujeres,34,60-69,11.373000000000001,76.409,14.884372259812325
Mujeres,34,70-79,8.335999999999999,76.409,10.909709589184517
Mujeres,34,80+,9.101,76.409,11.91090054836472
Hombres,35,0-9,39.599999999999994,487.986,8.114986905362038
Hombres,35,10-19,55.918000000000006,487.986,11.458935297324105
Hombres,35,20-29,54.403000000000006,487.986,11.148475571020482
Hombres,35,30-39,65.425,487.986,13.407146926346247
Hombres,35,40-49,88.00399999999999,487.986,18.03412392978487
Hombres,35,50-59,83.418,487.986,17.094342870492188
Hombres,35,60-69,53.436,487.986,10.950314148356716
Hombres,35,70-79,32.06,487.986,6.569860610755226
Hombres,35,80+,15.722,487.986,3.2218137405581304
Mujeres,35,0-9,37.426,493.0729999999999,7.590356803150853
Mujeres,35,10-19,53.230000000000004,493.0729999999999,10.795561711957461
Mujeres,35,20-29,53.57299999999999,493.0729999999999,10.865125447955982
Mujeres,35,30-39,64.563,493.0729999999999,13.094004336071944
Mujeres,35,40-49,85.412,493.0729999999999,17.32238431226208
Mujeres,35,50-59,81.577,493.0729999999999,16.54460901326984
Mujeres,35,60-69,54.842,493.0729999999999,11.122490990177926
Mujeres,35,70-79,37.010999999999996,493.0729999999999,7.506190766884417
Mujeres,35,80+,25.439,493.0729999999999,5.159276618269507
Hombres,36,0-9,36.191,437.65400000000005,8.269317771572977
Hombres,36,10-19,44.219,437.65400000000005,10.103643517481846
Hombres,36,20-29,40.866,437.65400000000005,9.337513195355234
Hombres,36,30-39,52.719,437.65400000000005,12.045817015267769
Hombres,36,40-49,77.09,437.65400000000005,17.614371169919615
Hombres,36,50-59,66.731,437.65400000000005,15.247432903617925
Hombres,36,60-69,54.019,437.65400000000005,12.342855314929144
Hombres,36,70-79,41.673,437.65400000000005,9.521905432145026
Hombres,36,80+,24.146,437.65400000000005,5.517143679710456
Mujeres,36,0-9,33.354,465.701,7.162106158243164
Mujeres,36,10-19,40.769999999999996,465.701,8.754544224727882
Mujeres,36,20-29,38.211,465.701,8.20505002136564
Mujeres,36,30-39,51.69800000000001,465.701,11.101114234240425
Mujeres,36,40-49,77.511,465.701,16.643941069484498
Mujeres,36,50-59,69.491,465.701,14.921806051522326
Mujeres,36,60-69,60.297999999999995,465.701,12.947792682429283
Mujeres,36,70-79,50.566,465.701,10.858039815246263
Mujeres,36,80+,43.802,465.701,9.405605742740514
Hombres,37,0-9,11.16,152.716,7.307682233688677
Hombres,37,10-19,14.102,152.716,9.234133947981874
Hombres,37,20-29,13.844,152.716,9.065192907095524
Hombres,37,30-39,16.456,152.716,10.775557243510828
Hombres,37,40-49,21.961,152.716,14.380287592655646
Hombres,37,50-59,25.262,152.716,16.54181618167055
Hombres,37,60-69,21.253999999999998,152.716,13.917336755808165
Hombres,37,70-79,15.960999999999999,152.716,10.451426176693992
Hombres,37,80+,12.716000000000001,152.716,8.326566960894732
Mujeres,37,0-9,10.563,160.57,6.5784393099582745
Mujeres,37,10-19,13.179,160.57,8.207635299246435
Mujeres,37,20-29,13.119,160.57,8.170268418758173
Mujeres,37,30-39,15.687,160.57,9.769570903655726
Mujeres,37,40-49,22.119999999999997,160.57,13.77592327333873
Mujeres,37,50-59,25.607,160.57,15.947561811048141
Mujeres,37,60-69,21.519,160.57,13.401631687114653
Mujeres,37,70-79,18.624000000000002,160.57,11.598679703556083
Mujeres,37,80+,20.152,160.57,12.550289593323786
Hombres,38,0-9,36.211,441.42600000000004,8.203186944131065
Hombres,38,10-19,47.976,441.42600000000004,10.86841282570578
Hombres,38,20-29,49.18,441.42600000000004,11.141165223616188
Hombres,38,30-39,58.577,441.42600000000004,13.269947850828903
Hombres,38,40-49,79.26,441.42600000000004,17.955444400646993
Hombres,38,50-59,72.503,441.42600000000004,16.424723509716234
Hombres,38,60-69,49.189,441.42600000000004,11.143204070444423
Hombres,38,70-79,31.830999999999996,441.42600000000004,7.210948154390542
Hombres,38,80+,16.699,441.42600000000004,3.7829670205198602
Mujeres,38,0-9,34.556,454.69999999999993,7.599736089729491
Mujeres,38,10-19,44.801,454.69999999999993,9.852870024191777
Mujeres,38,20-29,47.195,454.69999999999993,10.379371013855291
Mujeres,38,30-39,58.594,454.69999999999993,12.886298658456127
Mujeres,38,40-49,77.482,454.69999999999993,17.040246316252478
Mujeres,38,50-59,73.662,454.69999999999993,16.20013195513526
Mujeres,38,60-69,52.357,454.69999999999993,11.514625027490656
Mujeres,38,70-79,37.652,454.69999999999993,8.280624587640203
Mujeres,38,80+,28.401,454.69999999999993,6.246096327248736
Hombres,39,0-9,21.863,266.20500000000004,8.212843485283896
Hombres,39,10-19,27.242,266.20500000000004,10.233466689205686
Hombres,39,20-29,22.825,266.20500000000004,8.574219116846038
Hombres,39,30-39,30.583,266.20500000000004,11.488514490712042
Hombres,39,40-49,45.463,266.20500000000004,17.07819161924081
Hombres,39,50-59,42.81700000000001,266.20500000000004,16.084220807272594
Hombres,39,60-69,36.857,266.20500000000004,13.845344753103808
Hombres,39,70-79,24.176000000000002,266.20500000000004,9.081722732480605
Hombres,39,80+,14.378999999999998,266.20500000000004,5.401476305854509
Mujeres,39,0-9,20.518,279.766,7.333986259945811
Mujeres,39,10-19,25.41,279.766,9.082590450590851
Mujeres,39,20-29,21.251,279.766,7.595990935281629
Mujeres,39,30-39,29.745,279.766,10.632099683306762
Mujeres,39,40-49,44.872,279.766,16.039118406096524
Mujeres,39,50-59,43.364999999999995,279.766,15.500453950801738
Mujeres,39,60-69,39.367000000000004,279.766,14.071402529256593
Mujeres,39,70-79,28.923,279.766,10.338282707691427
Mujeres,39,80+,26.314999999999998,279.766,9.406075077028659
Hombres,40,0-9,5.216000000000001,1003.74,0.5196564847470462
Hombres,40,10-19,6.7010000000000005,1003.74,0.6676031641660191
Hombres,40,20-29,6.553,1003.74,0.6528583099208958
Hombres,40,30-39,7.103,1003.74,0.7076533763723674
Hombres,40,40-49,10.05,1003.74,1.0012553051587065
Hombres,40,50-59,11.591999999999999,1003.74,1.1548807460099226
Hombres,40,60-69,9.418000000000001,1003.74,0.9382907924362884
Hombres,40,70-79,6.244,1003.74,0.6220734453145237
Hombres,40,80+,940.863,1003.74,93.73572837587425
Mujeres,40,0-9,4.959,66.474,7.460059572163552
Mujeres,40,10-19,6.338,66.474,9.534554863555675
Mujeres,40,20-29,5.762,66.474,8.66805066642597
Mujeres,40,30-39,6.1850000000000005,66.474,9.3043896861931
Mujeres,40,40-49,9.373000000000001,66.474,14.1002497216957
Mujeres,40,50-59,10.809000000000001,66.474,16.26049282426212
Mujeres,40,60-69,8.384,66.474,12.612449980443483
Mujeres,40,70-79,6.768000000000001,66.474,10.181424316274033
Mujeres,40,80+,7.896000000000001,66.474,11.878328368986372
Hombres,41,0-9,96.179,920.371,10.450025044248461
Hombres,41,10-19,114.602,920.371,12.451717839871096
Hombres,41,20-29,101.136,920.371,10.9886122009494
Hombres,41,30-39,118.60399999999998,920.371,12.886542492103725
Hombres,41,40-49,157.98899999999998,920.371,17.16579509784641
Hombres,41,50-59,139.364,920.371,15.142154631121581
Hombres,41,60-69,96.55799999999999,920.371,10.491204090524365
Hombres,41,70-79,64.636,920.371,7.0228201453544274
Hombres,41,80+,31.302999999999997,920.371,3.4011284579805316
Mujeres,41,0-9,90.822,958.013,9.480247136521113
Mujeres,41,10-19,109.345,958.013,11.413728206193444
Mujeres,41,20-29,95.87700000000001,958.013,10.007901771687859
Mujeres,41,30-39,117.393,958.013,12.253800313774448
Mujeres,41,40-49,157.29000000000002,958.013,16.418357579698817
Mujeres,41,50-59,143.255,958.013,14.95334614457215
Mujeres,41,60-69,105.79599999999999,958.013,11.043273943046701
Mujeres,41,70-79,80.822,958.013,8.436419965073542
Mujeres,41,80+,57.413,958.013,5.992924939431927
Hombres,42,0-9,2.9699999999999998,850.409,0.34924371684683486
Hombres,42,10-19,3.6529999999999996,850.409,0.42955801267390153
Hombres,42,20-29,3.479,850.409,0.4090972696667133
Hombres,42,30-39,4.106,850.409,0.48282649877882283
Hombres,42,40-49,5.649000000000001,850.409,0.6642686048713032
Hombres,42,50-59,6.939,850.409,0.8159603202694232
Hombres,42,60-69,5.727,850.409,0.6734406620814221
Hombres,42,70-79,4.181,850.409,0.4916457845577834
Hombres,42,80+,813.705,850.409,95.68395913025381
Mujeres,42,0-9,2.8,39.39,7.108403148007107
Mujeres,42,10-19,3.4429999999999996,39.39,8.74079715663874
Mujeres,42,20-29,3.2319999999999998,39.39,8.205128205128204
Mujeres,42,30-39,3.739,39.39,9.492256917999493
Mujeres,42,40-49,5.224,39.39,13.262249301853263
Mujeres,42,50-59,6.261,39.39,15.894897182025893
Mujeres,42,60-69,5.082,39.39,12.9017517136329
Mujeres,42,70-79,4.167,39.39,10.578827113480578
Mujeres,42,80+,5.442,39.39,13.815689261233816
Hombres,43,0-9,32.553,337.9889999999999,9.631378535987858
Hombres,43,10-19,39.446,337.9889999999999,11.670794019923727
Hombres,43,20-29,31.774,337.9889999999999,9.40089766234996
Hombres,43,30-39,37.748999999999995,337.9889999999999,11.168706673885838
Hombres,43,40-49,56.739000000000004,337.9889999999999,16.787232720591504
Hombres,43,50-59,50.855000000000004,337.9889999999999,15.046347662202027
Hombres,43,60-69,41.285,337.9889999999999,12.214894567574685
Hombres,43,70-79,30.243000000000002,337.9889999999999,8.947924340732985
Hombres,43,80+,17.345,337.9889999999999,5.131823816751433
Mujeres,43,0-9,30.137,341.62,8.821790293308354
Mujeres,43,10-19,36.739,341.62,10.754346935191148
Mujeres,43,20-29,30.215,341.62,8.84462268017095
Mujeres,43,30-39,36.374,341.62,10.647503073590538
Mujeres,43,40-49,53.59,341.62,15.687020666237341
Mujeres,43,50-59,50.119,341.62,14.670979450851823
Mujeres,43,60-69,42.987,341.62,12.583279667466776
Mujeres,43,70-79,33.934,341.62,9.933259176863181
Mujeres,43,80+,27.525000000000002,341.62,8.057198056319887
Hombres,44,0-9,4.4990000000000006,60.029,7.494710889736628
Hombres,44,10-19,5.356,60.029,8.922354195472188
Hombres,44,20-29,5.585,60.029,9.303836479035132
Hombres,44,30-39,6.724,60.029,11.201252727848205
Hombres,44,40-49,8.55,60.029,14.243115827350113
Hombres,44,50-59,9.870999999999999,60.029,16.44371886921321
Hombres,44,60-69,8.586,60.029,14.303086841360008
Hombres,44,70-79,5.737,60.029,9.557047427076911
Hombres,44,80+,5.121,60.029,8.530876742907594
Mujeres,44,0-9,4.283,58.397999999999996,7.334155279290387
Mujeres,44,10-19,5.186999999999999,58.397999999999996,8.88215349840748
Mujeres,44,20-29,5.208,58.397999999999996,8.918113634028565
Mujeres,44,30-39,5.871,58.397999999999996,10.053426487208467
Mujeres,44,40-49,7.555,58.397999999999996,12.93708688653721
Mujeres,44,50-59,9.261,58.397999999999996,15.858419808897564
Mujeres,44,60-69,7.49,58.397999999999996,12.825781704852906
Mujeres,44,70-79,6.077,58.397999999999996,10.406178293777185
Mujeres,44,80+,7.466,58.397999999999996,12.78468440700024
Hombres,45,0-9,31.086,316.753,9.813955984631558
Hombres,45,10-19,37.650000000000006,316.753,11.886233121706821
Hombres,45,20-29,32.292,316.753,10.194694288609737
Hombres,45,30-39,39.044,316.753,12.32632366544279
Hombres,45,40-49,52.805,316.753,16.670718193671412
Hombres,45,50-59,47.681000000000004,316.753,15.053053956868604
Hombres,45,60-69,35.649,316.753,11.254510612369891
Hombres,45,70-79,23.849000000000004,316.753,7.529210457359521
Hombres,45,80+,16.697,316.753,5.271299719339675
Mujeres,45,0-9,29.171999999999997,310.57800000000003,9.39280953576879
Mujeres,45,10-19,34.482,310.57800000000003,11.10252496957286
Mujeres,45,20-29,29.224000000000004,310.57800000000003,9.40955251176838
Mujeres,45,30-39,36.201,310.57800000000003,11.656009118482311
Mujeres,45,40-49,49.222,310.57800000000003,15.84851470484065
Mujeres,45,50-59,45.631,310.57800000000003,14.692283419946033
Mujeres,45,60-69,34.406,310.57800000000003,11.078054466188847
Mujeres,45,70-79,26.520000000000003,310.57800000000003,8.538917759789811
Mujeres,45,80+,25.720000000000002,310.57800000000003,8.281333513642306
Hombres,46,0-9,103.941,1127.116,9.22185471592986
Hombres,46,10-19,129.44899999999998,1127.116,11.484975814379354
Hombres,46,20-29,111.757,1127.116,9.915305966732795
Hombres,46,30-39,133.062,1127.116,11.805528446051694
Hombres,46,40-49,193.738,1127.116,17.188825285063828
Hombres,46,50-59,175.639,1127.116,15.583045578272333
Hombres,46,60-69,133.344,1127.116,11.830548053616488
Hombres,46,70-79,93.475,1127.116,8.293290131627977
Hombres,46,80+,52.711,1127.116,4.676626008325674
Mujeres,46,0-9,97.959,1177.8290000000002,8.316911877700413
Mujeres,46,10-19,122.266,1177.8290000000002,10.380624012483985
Mujeres,46,20-29,105.76400000000001,1177.8290000000002,8.979571737493302
Mujeres,46,30-39,128.137,1177.8290000000002,10.879083466275663
Mujeres,46,40-49,188.85399999999998,1177.8290000000002,16.034076253853485
Mujeres,46,50-59,179.449,1177.8290000000002,15.235573245352253
Mujeres,46,60-69,146.642,1177.8290000000002,12.450194383055603
Mujeres,46,70-79,116.645,1177.8290000000002,9.903390050677983
Mujeres,46,80+,92.113,1177.8290000000002,7.8205749731073
Hombres,47,0-9,20.022,239.89300000000003,8.34622102353966
Hombres,47,10-19,23.732999999999997,239.89300000000003,9.893160700812444
Hombres,47,20-29,20.733999999999998,239.89300000000003,8.643020013089167
Hombres,47,30-39,25.974000000000004,239.89300000000003,10.827327183369253
Hombres,47,40-49,40.89,239.89300000000003,17.045099273426068
Hombres,47,50-59,38.533,239.89300000000003,16.062577899313442
Hombres,47,60-69,31.698999999999998,239.89300000000003,13.213807822654264
Hombres,47,70-79,24.445999999999998,239.89300000000003,10.190376542875363
Hombres,47,80+,13.862,239.89300000000003,5.778409540920326
Mujeres,47,0-9,19.009,252.143,7.538975898597225
Mujeres,47,10-19,22.586,252.143,8.957615321464406
Mujeres,47,20-29,19.564999999999998,252.143,7.759485688676662
Mujeres,47,30-39,25.35,252.143,10.053818666391692
Mujeres,47,40-49,40.144,252.143,15.921124124008996
Mujeres,47,50-59,39.59,252.143,15.701407534613296
Mujeres,47,60-69,34.434,252.143,13.65653617193418
Mujeres,47,70-79,28.309,252.143,11.227359077983525
Mujeres,47,80+,23.156,252.143,9.183677516330018
Hombres,48,0-9,43.77499999999999,517.9390000000001,8.451767486132535
Hombres,48,10-19,52.42,517.9390000000001,10.120882961120902
Hombres,48,20-29,44.178,517.9390000000001,8.529575876695903
Hombres,48,30-39,55.635999999999996,517.9390000000001,10.74180550219234
Hombres,48,40-49,86.532,517.9390000000001,16.706986730097555
Hombres,48,50-59,85.30099999999999,517.9390000000001,16.469313953959823
Hombres,48,60-69,70.528,517.9390000000001,13.617047567377623
Hombres,48,70-79,49.509,517.9390000000001,9.558847663527944
Hombres,48,80+,30.060000000000002,517.9390000000001,5.803772258895352
Mujeres,48,0-9,41.547000000000004,556.3240000000001,7.468130082469927
Mujeres,48,10-19,49.562,556.3240000000001,8.908837296251823
Mujeres,48,20-29,42.044,556.3240000000001,7.557466512320158
Mujeres,48,30-39,54.458,556.3240000000001,9.788899993528949
Mujeres,48,40-49,85.128,556.3240000000001,15.301874447264542
Mujeres,48,50-59,88.092,556.3240000000001,15.834657501743585
Mujeres,48,60-69,77.74000000000001,556.3240000000001,13.973871341160907
Mujeres,48,70-79,61.992999999999995,556.3240000000001,11.143326550715049
Mujeres,48,80+,55.76,556.3240000000001,10.022936274545048
Hombres,49,0-9,4.769,81.095,5.8807571366915345
Hombres,49,10-19,6.029,81.095,7.4344904124791915
Hombres,49,20-29,6.75,81.095,8.323571120291016
Hombres,49,30-39,8.471,81.095,10.445773475553363
Hombres,49,40-49,11.315999999999999,81.095,13.954004562550097
Hombres,49,50-59,13.456,81.095,16.59288488809421
Hombres,49,60-69,12.453,81.095,15.356063875701336
Hombres,49,70-79,9.693000000000001,81.095,11.952648128737902
Hombres,49,80+,8.158,81.095,10.05980639990135
Mujeres,49,0-9,4.374,82.04199999999999,5.331415616391605
Mujeres,49,10-19,5.795,82.04199999999999,7.063455303381196
Mujeres,49,20-29,6.227,82.04199999999999,7.59001487043222
Mujeres,49,30-39,7.49,82.04199999999999,9.129470271324445
Mujeres,49,40-49,10.683,82.04199999999999,13.021379293532584
Mujeres,49,50-59,12.751999999999999,82.04199999999999,15.543258331098706
Mujeres,49,60-69,11.565,82.04199999999999,14.096438409595086
Mujeres,49,70-79,10.527999999999999,82.04199999999999,12.832451671095294
Mujeres,49,80+,12.628,82.04199999999999,15.392116233148878
Hombres,50,0-9,37.166,415.83400000000006,8.937701101881999
Hombres,50,10-19,44.959999999999994,415.83400000000006,10.81200671421769
Hombres,50,20-29,38.548,415.83400000000006,9.270045258444474
Hombres,50,30-39,46.366,415.83400000000006,11.150122404613377
Hombres,50,40-49,67.871,415.83400000000006,16.32165719974797
Hombres,50,50-59,65.305,415.83400000000006,15.704584040747028
Hombres,50,60-69,52.349999999999994,415.83400000000006,12.589158173694306
Hombres,50,70-79,38.747,415.83400000000006,9.31790089314486
Hombres,50,80+,24.520999999999997,415.83400000000006,5.896824213508274
Mujeres,50,0-9,34.948,435.755,8.020103039552042
Mujeres,50,10-19,42.06100000000001,435.755,9.652442312767496
Mujeres,50,20-29,36.251000000000005,435.755,8.319124278551023
Mujeres,50,30-39,44.294,435.755,10.16488623194226
Mujeres,50,40-49,66.546,435.755,15.271425456965499
Mujeres,50,50-59,65.491,435.755,15.029316932680063
Mujeres,50,60-69,56.743,435.755,13.021766818510402
Mujeres,50,70-79,47.012,435.755,10.788631226262464
Mujeres,50,80+,42.409000000000006,435.755,9.732303702768759
Hombres,51,0-9,5.074999999999999,1810.6950000000002,0.2802791193436774
Hombres,51,10-19,5.798,1810.6950000000002,0.3202085387102742
Hombres,51,20-29,5.335,1810.6950000000002,0.29463824664010224
Hombres,51,30-39,5.5280000000000005,1810.6950000000002,0.3052971372870638
Hombres,51,40-49,6.096,1810.6950000000002,0.33666630768848427
Hombres,51,50-59,5.661,1810.6950000000002,0.3126423831733119
Hombres,51,60-69,4.0360000000000005,1810.6950000000002,0.22289783757065657
Hombres,51,70-79,812.166,1810.6950000000002,44.853826845493025
Hombres,51,80+,961.0,1810.6950000000002,53.0735435840934
Mujeres,51,0-9,4.818,1765.363,0.27291837429469173
Mujeres,51,10-19,5.75,1765.363,0.32571204902334533
Mujeres,51,20-29,5.236000000000001,1765.363,0.29659622411934544
Mujeres,51,30-39,4.983,1765.363,0.2822648939623182
Mujeres,51,40-49,5.256,1765.363,0.29772913559420927
