provincias;grupo_edad;sexo;poblacion_total
11 Cádiz;De 85 a 89 años  ;Mujeres;11.471
11 Cádiz;90 y más años;Hombres;2.365
11 Cádiz;90 y más años;Mujeres;5.583
39 Cantabria;De 0 a 4 años;Hombres;9.428
39 Cantabria;De 0 a 4 años;Mujeres;9.025
39 Cantabria;De 5 a 9 años;Hombres;12.435
39 Cantabria;De 5 a 9 años;Mujeres;11.493
39 Cantabria;De 10 a 14 años  ;Hombres;14.307
39 Cantabria;De 10 a 14 años  ;Mujeres;13.134
39 Cantabria;De 15 a 19 años  ;Hombres;12.935
39 Cantabria;De 15 a 19 años  ;Mujeres;12.276
39 Cantabria;De 20 a 24 años;Hombres;11.374
39 Cantabria;De 20 a 24 años;Mujeres;10.624
39 Cantabria;De 25 a 29 años;Hombres;11.451
39 Cantabria;De 25 a 29 años;Mujeres;10.627
39 Cantabria;De 30 a 34 años;Hombres;13.023
39 Cantabria;De 30 a 34 años;Mujeres;12.724
39 Cantabria;De 35 a 39 años;Hombres;17.560
39 Cantabria;De 35 a 39 años;Mujeres;17.021
39 Cantabria;De 40 a 44 años;Hombres;22.818
39 Cantabria;De 40 a 44 años;Mujeres;22.474
39 Cantabria;De 45 a 49 años;Hombres;22.645
39 Cantabria;De 45 a 49 años;Mujeres;22.398
39 Cantabria;De 50 a 54 años;Hombres;21.949
39 Cantabria;De 50 a 54 años;Mujeres;21.893
39 Cantabria;De 55 a 59 años;Hombres;20.868
39 Cantabria;De 55 a 59 años;Mujeres;21.472
39 Cantabria;De 60 a 64 años;Hombres;20.210
39 Cantabria;De 60 a 64 años;Mujeres;21.131
39 Cantabria;De 65 a 69 años;Hombres;16.647
39 Cantabria;De 65 a 69 años;Mujeres;18.236
39 Cantabria;De 70 a 74 años  ;Hombres;14.292
39 Cantabria;De 70 a 74 años  ;Mujeres;16.376
39 Cantabria;De 75 a 79 años  ;Hombres;9.884
39 Cantabria;De 75 a 79 años  ;Mujeres;12.547
39 Cantabria;De 80 a 84 años  ;Hombres;6.768
39 Cantabria;De 80 a 84 años  ;Mujeres;10.229
39 Cantabria;De 85 a 89 años  ;Hombres;5.158
39 Cantabria;De 85 a 89 años  ;Mujeres;9.459
39 Cantabria;90 y más años;Hombres;2.453
39 Cantabria;90 y más años;Mujeres;6.627
12 Castellón/Castelló;De 0 a 4 años;Hombres;10.140
12 Castellón/Castelló;De 0 a 4 años;Mujeres;9.454
12 Castellón/Castelló;De 5 a 9 años;Hombres;12.387
12 Castellón/Castelló;De 5 a 9 años;Mujeres;11.550
12 Castellón/Castelló;De 10 a 14 años  ;Hombres;13.829
12 Castellón/Castelló;De 10 a 14 años  ;Mujeres;13.031
12 Castellón/Castelló;De 15 a 19 años  ;Hombres;12.946
12 Castellón/Castelló;De 15 a 19 años  ;Mujeres;12.341
12 Castellón/Castelló;De 20 a 24 años;Hombres;12.003
12 Castellón/Castelló;De 20 a 24 años;Mujeres;11.428
12 Castellón/Castelló;De 25 a 29 años;Hombres;11.893
12 Castellón/Castelló;De 25 a 29 años;Mujeres;11.062
12 Castellón/Castelló;De 30 a 34 años;Hombres;12.577
12 Castellón/Castelló;De 30 a 34 años;Mujeres;11.724
12 Castellón/Castelló;De 35 a 39 años;Hombres;15.821
12 Castellón/Castelló;De 35 a 39 años;Mujeres;14.749
12 Castellón/Castelló;De 40 a 44 años;Hombres;20.662
12 Castellón/Castelló;De 40 a 44 años;Mujeres;19.602
12 Castellón/Castelló;De 45 a 49 años;Hombres;20.808
12 Castellón/Castelló;De 45 a 49 años;Mujeres;19.594
12 Castellón/Castelló;De 50 a 54 años;Hombres;20.134
12 Castellón/Castelló;De 50 a 54 años;Mujeres;19.371
12 Castellón/Castelló;De 55 a 59 años;Hombres;18.380
12 Castellón/Castelló;De 55 a 59 años;Mujeres;18.303
12 Castellón/Castelló;De 60 a 64 años;Hombres;16.197
12 Castellón/Castelló;De 60 a 64 años;Mujeres;16.325
12 Castellón/Castelló;De 65 a 69 años;Hombres;13.411
12 Castellón/Castelló;De 65 a 69 años;Mujeres;14.436
12 Castellón/Castelló;De 70 a 74 años  ;Hombres;12.362
12 Castellón/Castelló;De 70 a 74 años  ;Mujeres;13.596
12 Castellón/Castelló;De 75 a 79 años  ;Hombres;9.496
12 Castellón/Castelló;De 75 a 79 años  ;Mujeres;11.657
12 Castellón/Castelló;De 80 a 84 años  ;Hombres;6.304
12 Castellón/Castelló;De 80 a 84 años  ;Mujeres;8.723
12 Castellón/Castelló;De 85 a 89 años  ;Hombres;4.558
12 Castellón/Castelló;De 85 a 89 años  ;Mujeres;7.180
12 Castellón/Castelló;90 y más años;Hombres;2.017
12 Castellón/Castelló;90 y más años;Mujeres;4.426
13 Ciudad Real;De 0 a 4 años;Hombres;9.120
13 Ciudad Real;De 0 a 4 años;Mujeres;8.513
13 Ciudad Real;De 5 a 9 años;Hombres;11.014
13 Ciudad Real;De 5 a 9 años;Mujeres;10.580
13 Ciudad Real;De 10 a 14 años  ;Hombres;12.601
13 Ciudad Real;De 10 a 14 años  ;Mujeres;11.941
13 Ciudad Real;De 15 a 19 años  ;Hombres;12.057
13 Ciudad Real;De 15 a 19 años  ;Mujeres;11.060
13 Ciudad Real;De 20 a 24 años;Hombres;12.280
13 Ciudad Real;De 20 a 24 años;Mujeres;11.658
13 Ciudad Real;De 25 a 29 años;Hombres;13.345
13 Ciudad Real;De 25 a 29 años;Mujeres;12.133
13 Ciudad Real;De 30 a 34 años;Hombres;13.250
13 Ciudad Real;De 30 a 34 años;Mujeres;12.370
13 Ciudad Real;De 35 a 39 años;Hombres;15.076
13 Ciudad Real;De 35 a 39 años;Mujeres;13.717
13 Ciudad Real;De 40 a 44 años;Hombres;17.115
13 Ciudad Real;De 40 a 44 años;Mujeres;16.253
13 Ciudad Real;De 45 a 49 años;Hombres;17.303
13 Ciudad Real;De 45 a 49 años;Mujeres;17.171
13 Ciudad Real;De 50 a 54 años;Hombres;18.380
13 Ciudad Real;De 50 a 54 años;Mujeres;18.121
13 Ciudad Real;De 55 a 59 años;Hombres;18.473
13 Ciudad Real;De 55 a 59 años;Mujeres;18.134
13 Ciudad Real;De 60 a 64 años;Hombres;15.520
13 Ciudad Real;De 60 a 64 años;Mujeres;15.765
13 Ciudad Real;De 65 a 69 años;Hombres;11.788
13 Ciudad Real;De 65 a 69 años;Mujeres;12.402
13 Ciudad Real;De 70 a 74 años  ;Hombres;10.203
13 Ciudad Real;De 70 a 74 años  ;Mujeres;11.942
13 Ciudad Real;De 75 a 79 años  ;Hombres;7.985
13 Ciudad Real;De 75 a 79 años  ;Mujeres;10.326
13 Ciudad Real;De 80 a 84 años  ;Hombres;5.805
13 Ciudad Real;De 80 a 84 años  ;Mujeres;9.104
13 Ciudad Real;De 85 a 89 años  ;Hombres;4.544
13 Ciudad Real;De 85 a 89 años  ;Mujeres;7.402
13 Ciudad Real;90 y más años;Hombres;2.263
13 Ciudad Real;90 y más años;Mujeres;4.338
14 Córdoba;De 0 a 4 años;Hombres;15.855
14 Córdoba;De 0 a 4 años;Mujeres;15.052
14 Córdoba;De 5 a 9 años;Hombres;18.632
14 Córdoba;De 5 a 9 años;Mujeres;17.645
14 Córdoba;De 10 a 14 años  ;Hombres;21.273
14 Córdoba;De 10 a 14 años  ;Mujeres;19.864
14 Córdoba;De 15 a 19 años  ;Hombres;20.701
14 Córdoba;De 15 a 19 años  ;Mujeres;19.788
14 Córdoba;De 20 a 24 años;Hombres;20.709
14 Córdoba;De 20 a 24 años;Mujeres;19.279
14 Córdoba;De 25 a 29 años;Hombres;22.035
14 Córdoba;De 25 a 29 años;Mujeres;20.644
14 Córdoba;De 30 a 34 años;Hombres;22.503
14 Córdoba;De 30 a 34 años;Mujeres;21.211
14 Córdoba;De 35 a 39 años;Hombres;24.665
14 Córdoba;De 35 a 39 años;Mujeres;23.735
14 Córdoba;De 40 a 44 años;Hombres;28.307
14 Córdoba;De 40 a 44 años;Mujeres;27.618
14 Córdoba;De 45 a 49 años;Hombres;28.288
14 Córdoba;De 45 a 49 años;Mujeres;28.364
14 Córdoba;De 50 a 54 años;Hombres;29.655
14 Córdoba;De 50 a 54 años;Mujeres;30.147
14 Córdoba;De 55 a 59 años;Hombres;28.997
14 Córdoba;De 55 a 59 años;Mujeres;29.788
14 Córdoba;De 60 a 64 años;Hombres;24.779
14 Córdoba;De 60 a 64 años;Mujeres;25.755
14 Córdoba;De 65 a 69 años;Hombres;18.935
14 Córdoba;De 65 a 69 años;Mujeres;20.266
14 Córdoba;De 70 a 74 años  ;Hombres;15.484
14 Córdoba;De 70 a 74 años  ;Mujeres;18.496
14 Córdoba;De 75 a 79 años  ;Hombres;12.581
14 Córdoba;De 75 a 79 años  ;Mujeres;16.562
14 Córdoba;De 80 a 84 años  ;Hombres;8.803
14 Córdoba;De 80 a 84 años  ;Mujeres;13.639
14 Córdoba;De 85 a 89 años  ;Hombres;6.279
14 Córdoba;De 85 a 89 años  ;Mujeres;11.112
14 Córdoba;90 y más años;Hombres;2.903
14 Córdoba;90 y más años;Mujeres;6.518
15 Coruña, A;De 0 a 4 años;Hombres;18.702
15 Coruña, A;De 0 a 4 años;Mujeres;17.722
15 Coruña, A;De 5 a 9 años;Hombres;22.730
15 Coruña, A;De 5 a 9 años;Mujeres;21.079
15 Coruña, A;De 10 a 14 años  ;Hombres;24.521
15 Coruña, A;De 10 a 14 años  ;Mujeres;23.059
15 Coruña, A;De 15 a 19 años  ;Hombres;22.626
15 Coruña, A;De 15 a 19 años  ;Mujeres;21.490
15 Coruña, A;De 20 a 24 años;Hombres;21.382
15 Coruña, A;De 20 a 24 años;Mujeres;20.153
15 Coruña, A;De 25 a 29 años;Hombres;22.583
15 Coruña, A;De 25 a 29 años;Mujeres;21.769
15 Coruña, A;De 30 a 34 años;Hombres;26.151
15 Coruña, A;De 30 a 34 años;Mujeres;25.635
15 Coruña, A;De 35 a 39 años;Hombres;34.824
15 Coruña, A;De 35 a 39 años;Mujeres;34.684
15 Coruña, A;De 40 a 44 años;Hombres;44.455
15 Coruña, A;De 40 a 44 años;Mujeres;44.724
15 Coruña, A;De 45 a 49 años;Hombres;44.345
15 Coruña, A;De 45 a 49 años;Mujeres;45.147
15 Coruña, A;De 50 a 54 años;Hombres;41.323
15 Coruña, A;De 50 a 54 años;Mujeres;43.846
15 Coruña, A;De 55 a 59 años;Hombres;39.058
15 Coruña, A;De 55 a 59 años;Mujeres;41.334
15 Coruña, A;De 60 a 64 años;Hombres;36.301
15 Coruña, A;De 60 a 64 años;Mujeres;39.446
15 Coruña, A;De 65 a 69 años;Hombres;31.751
15 Coruña, A;De 65 a 69 años;Mujeres;35.438
15 Coruña, A;De 70 a 74 años  ;Hombres;29.680
15 Coruña, A;De 70 a 74 años  ;Mujeres;35.367
15 Coruña, A;De 75 a 79 años  ;Hombres;23.708
15 Coruña, A;De 75 a 79 años  ;Mujeres;30.219
15 Coruña, A;De 80 a 84 años  ;Hombres;16.199
15 Coruña, A;De 80 a 84 años  ;Mujeres;24.027
15 Coruña, A;De 85 a 89 años  ;Hombres;11.779
15 Coruña, A;De 85 a 89 años  ;Mujeres;21.249
15 Coruña, A;90 y más años;Hombres;5.159
15 Coruña, A;90 y más años;Mujeres;13.016
16 Cuenca;De 0 a 4 años;Hombres;2.858
16 Cuenca;De 0 a 4 años;Mujeres;2.735
16 Cuenca;De 5 a 9 años;Hombres;3.454
16 Cuenca;De 5 a 9 años;Mujeres;3.294
16 Cuenca;De 10 a 14 años  ;Hombres;4.045
16 Cuenca;De 10 a 14 años  ;Mujeres;3.916
16 Cuenca;De 15 a 19 años  ;Hombres;4.251
16 Cuenca;De 15 a 19 años  ;Mujeres;4.097
16 Cuenca;De 20 a 24 años;Hombres;4.277
16 Cuenca;De 20 a 24 años;Mujeres;4.069
16 Cuenca;De 25 a 29 años;Hombres;4.492
16 Cuenca;De 25 a 29 años;Mujeres;4.092
16 Cuenca;De 30 a 34 años;Hombres;4.585
16 Cuenca;De 30 a 34 años;Mujeres;4.004
16 Cuenca;De 35 a 39 años;Hombres;4.956
16 Cuenca;De 35 a 39 años;Mujeres;4.445
16 Cuenca;De 40 a 44 años;Hombres;5.952
16 Cuenca;De 40 a 44 años;Mujeres;5.410
16 Cuenca;De 45 a 49 años;Hombres;6.291
16 Cuenca;De 45 a 49 años;Mujeres;5.948
16 Cuenca;De 50 a 54 años;Hombres;7.220
16 Cuenca;De 50 a 54 años;Mujeres;6.734
16 Cuenca;De 55 a 59 años;Hombres;7.601
16 Cuenca;De 55 a 59 años;Mujeres;7.000
16 Cuenca;De 60 a 64 años;Hombres;6.499
16 Cuenca;De 60 a 64 años;Mujeres;5.893
16 Cuenca;De 65 a 69 años;Hombres;4.837
16 Cuenca;De 65 a 69 años;Mujeres;4.718
16 Cuenca;De 70 a 74 años  ;Hombres;4.290
16 Cuenca;De 70 a 74 años  ;Mujeres;4.552
16 Cuenca;De 75 a 79 años  ;Hombres;3.719
16 Cuenca;De 75 a 79 años  ;Mujeres;4.599
16 Cuenca;De 80 a 84 años  ;Hombres;3.143
16 Cuenca;De 80 a 84 años  ;Mujeres;4.205
16 Cuenca;De 85 a 89 años  ;Hombres;2.588
16 Cuenca;De 85 a 89 años  ;Mujeres;3.641
16 Cuenca;90 y más años;Hombres;1.275
16 Cuenca;90 y más años;Mujeres;2.294
20 Gipuzkoa;De 0 a 4 años;Hombres;12.616
20 Gipuzkoa;De 0 a 4 años;Mujeres;12.078
20 Gipuzkoa;De 5 a 9 años;Hombres;16.403
20 Gipuzkoa;De 5 a 9 años;Mujeres;15.626
20 Gipuzkoa;De 10 a 14 años  ;Hombres;18.091
20 Gipuzkoa;De 10 a 14 años  ;Mujeres;17.107
20 Gipuzkoa;De 15 a 19 años  ;Hombres;17.061
20 Gipuzkoa;De 15 a 19 años  ;Mujeres;16.269
20 Gipuzkoa;De 20 a 24 años;Hombres;15.522
20 Gipuzkoa;De 20 a 24 años;Mujeres;14.519
20 Gipuzkoa;De 25 a 29 años;Hombres;14.044
20 Gipuzkoa;De 25 a 29 años;Mujeres;13.059
20 Gipuzkoa;De 30 a 34 años;Hombres;14.635
20 Gipuzkoa;De 30 a 34 años;Mujeres;14.145
20 Gipuzkoa;De 35 a 39 años;Hombres;18.537
20 Gipuzkoa;De 35 a 39 años;Mujeres;18.258
20 Gipuzkoa;De 40 a 44 años;Hombres;25.697
20 Gipuzkoa;De 40 a 44 años;Mujeres;25.031
20 Gipuzkoa;De 45 a 49 años;Hombres;28.142
20 Gipuzkoa;De 45 a 49 años;Mujeres;26.762
20 Gipuzkoa;De 50 a 54 años;Hombres;26.539
20 Gipuzkoa;De 50 a 54 años;Mujeres;26.065
20 Gipuzkoa;De 55 a 59 años;Hombres;25.256
20 Gipuzkoa;De 55 a 59 años;Mujeres;26.031
20 Gipuzkoa;De 60 a 64 años;Hombres;23.228
20 Gipuzkoa;De 60 a 64 años;Mujeres;24.183
20 Gipuzkoa;De 65 a 69 años;Hombres;19.618
20 Gipuzkoa;De 65 a 69 años;Mujeres;21.585
20 Gipuzkoa;De 70 a 74 años  ;Hombres;18.576
20 Gipuzkoa;De 70 a 74 años  ;Mujeres;21.115
20 Gipuzkoa;De 75 a 79 años  ;Hombres;13.665
20 Gipuzkoa;De 75 a 79 años  ;Mujeres;17.159
20 Gipuzkoa;De 80 a 84 años  ;Hombres;9.076
20 Gipuzkoa;De 80 a 84 años  ;Mujeres;13.279
20 Gipuzkoa;De 85 a 89 años  ;Hombres;6.251
20 Gipuzkoa;De 85 a 89 años  ;Mujeres;11.640
20 Gipuzkoa;90 y más años;Hombres;2.607
20 Gipuzkoa;90 y más años;Mujeres;7.648
17 Girona;De 0 a 4 años;Hombres;13.349
17 Girona;De 0 a 4 años;Mujeres;12.657
17 Girona;De 5 a 9 años;Hombres;16.999
17 Girona;De 5 a 9 años;Mujeres;15.785
17 Girona;De 10 a 14 años  ;Hombres;18.606
17 Girona;De 10 a 14 años  ;Mujeres;17.229
17 Girona;De 15 a 19 años  ;Hombres;17.002
17 Girona;De 15 a 19 años  ;Mujeres;16.035
17 Girona;De 20 a 24 años;Hombres;15.386
17 Girona;De 20 a 24 años;Mujeres;14.193
17 Girona;De 25 a 29 años;Hombres;14.902
17 Girona;De 25 a 29 años;Mujeres;13.799
17 Girona;De 30 a 34 años;Hombres;15.294
17 Girona;De 30 a 34 años;Mujeres;14.798
17 Girona;De 35 a 39 años;Hombres;18.604
17 Girona;De 35 a 39 años;Mujeres;18.510
17 Girona;De 40 a 44 años;Hombres;25.161
17 Girona;De 40 a 44 años;Mujeres;24.348
17 Girona;De 45 a 49 años;Hombres;25.838
17 Girona;De 45 a 49 años;Mujeres;24.559
17 Girona;De 50 a 54 años;Hombres;24.327
17 Girona;De 50 a 54 años;Mujeres;23.597
17 Girona;De 55 a 59 años;Hombres;23.254
17 Girona;De 55 a 59 años;Mujeres;22.794
17 Girona;De 60 a 64 años;Hombres;20.504
17 Girona;De 60 a 64 años;Mujeres;21.004
17 Girona;De 65 a 69 años;Hombres;17.561
17 Girona;De 65 a 69 años;Mujeres;18.012
17 Girona;De 70 a 74 años  ;Hombres;15.004
17 Girona;De 70 a 74 años  ;Mujeres;16.249
17 Girona;De 75 a 79 años  ;Hombres;10.970
17 Girona;De 75 a 79 años  ;Mujeres;12.897
17 Girona;De 80 a 84 años  ;Hombres;7.117
17 Girona;De 80 a 84 años  ;Mujeres;9.904
17 Girona;De 85 a 89 años  ;Hombres;5.266
17 Girona;De 85 a 89 años  ;Mujeres;9.014
17 Girona;90 y más años;Hombres;2.545
17 Girona;90 y más años;Mujeres;6.144
18 Granada;De 0 a 4 años;Hombres;18.968
18 Granada;De 0 a 4 años;Mujeres;17.909
18 Granada;De 5 a 9 años;Hombres;21.993
18 Granada;De 5 a 9 años;Mujeres;20.365
18 Granada;De 10 a 14 años  ;Hombres;25.889
18 Granada;De 10 a 14 años  ;Mujeres;24.199
18 Granada;De 15 a 19 años  ;Hombres;24.867
18 Granada;De 15 a 19 años  ;Mujeres;23.096
18 Granada;De 20 a 24 años;Hombres;24.009
18 Granada;De 20 a 24 años;Mujeres;22.401
18 Granada;De 25 a 29 años;Hombres;24.245
18 Granada;De 25 a 29 años;Mujeres;23.021
18 Granada;De 30 a 34 años;Hombres;25.092
18 Granada;De 30 a 34 años;Mujeres;24.179
18 Granada;De 35 a 39 años;Hombres;28.341
18 Granada;De 35 a 39 años;Mujeres;27.714
18 Granada;De 40 a 44 años;Hombres;33.283
18 Granada;De 40 a 44 años;Mujeres;32.184
18 Granada;De 45 a 49 años;Hombres;33.044
18 Granada;De 45 a 49 años;Mujeres;32.641
18 Granada;De 50 a 54 años;Hombres;33.490
18 Granada;De 50 a 54 años;Mujeres;33.789
18 Granada;De 55 a 59 años;Hombres;31.618
18 Granada;De 55 a 59 años;Mujeres;32.617
18 Granada;De 60 a 64 años;Hombres;27.226
18 Granada;De 60 a 64 años;Mujeres;28.345
18 Granada;De 65 a 69 años;Hombres;20.680
18 Granada;De 65 a 69 años;Mujeres;22.389
18 Granada;De 70 a 74 años  ;Hombres;17.357
18 Granada;De 70 a 74 años  ;Mujeres;20.354
18 Granada;De 75 a 79 años  ;Hombres;13.538
18 Granada;De 75 a 79 años  ;Mujeres;17.248
18 Granada;De 80 a 84 años  ;Hombres;9.418
18 Granada;De 80 a 84 años  ;Mujeres;13.984
18 Granada;De 85 a 89 años  ;Hombres;6.609
18 Granada;De 85 a 89 años  ;Mujeres;10.846
18 Granada;90 y más años;Hombres;2.804
18 Granada;90 y más años;Mujeres;5.936
19 Guadalajara;De 0 a 4 años;Hombres;4.833
19 Guadalajara;De 0 a 4 años;Mujeres;4.655
19 Guadalajara;De 5 a 9 años;Hombres;6.243
19 Guadalajara;De 5 a 9 años;Mujeres;6.088
19 Guadalajara;De 10 a 14 años  ;Hombres;7.161
19 Guadalajara;De 10 a 14 años  ;Mujeres;6.623
19 Guadalajara;De 15 a 19 años  ;Hombres;6.448
19 Guadalajara;De 15 a 19 años  ;Mujeres;6.049
19 Guadalajara;De 20 a 24 años;Hombres;5.410
19 Guadalajara;De 20 a 24 años;Mujeres;5.149
19 Guadalajara;De 25 a 29 años;Hombres;5.304
19 Guadalajara;De 25 a 29 años;Mujeres;4.874
19 Guadalajara;De 30 a 34 años;Hombres;5.977
19 Guadalajara;De 30 a 34 años;Mujeres;5.384
19 Guadalajara;De 35 a 39 años;Hombres;7.592
19 Guadalajara;De 35 a 39 años;Mujeres;7.354
19 Guadalajara;De 40 a 44 años;Hombres;10.109
19 Guadalajara;De 40 a 44 años;Mujeres;9.680
19 Guadalajara;De 45 a 49 años;Hombres;10.317
19 Guadalajara;De 45 a 49 años;Mujeres;9.423
19 Guadalajara;De 50 a 54 años;Hombres;9.574
19 Guadalajara;De 50 a 54 años;Mujeres;8.754
19 Guadalajara;De 55 a 59 años;Hombres;8.745
19 Guadalajara;De 55 a 59 años;Mujeres;7.957
19 Guadalajara;De 60 a 64 años;Hombres;7.267
19 Guadalajara;De 60 a 64 años;Mujeres;6.661
19 Guadalajara;De 65 a 69 años;Hombres;5.392
19 Guadalajara;De 65 a 69 años;Mujeres;5.172
19 Guadalajara;De 70 a 74 años  ;Hombres;4.507
19 Guadalajara;De 70 a 74 años  ;Mujeres;4.461
19 Guadalajara;De 75 a 79 años  ;Hombres;3.367
19 Guadalajara;De 75 a 79 años  ;Mujeres;3.557
19 Guadalajara;De 80 a 84 años  ;Hombres;2.324
19 Guadalajara;De 80 a 84 años  ;Mujeres;3.147
19 Guadalajara;De 85 a 89 años  ;Hombres;2.037
19 Guadalajara;De 85 a 89 años  ;Mujeres;2.967
19 Guadalajara;90 y más años;Hombres;1.191
19 Guadalajara;90 y más años;Mujeres;2.337
21 Huelva;De 0 a 4 años;Hombres;10.414
21 Huelva;De 0 a 4 años;Mujeres;9.911
21 Huelva;De 5 a 9 años;Hombres;12.830
21 Huelva;De 5 a 9 años;Mujeres;12.188
21 Huelva;De 10 a 14 años  ;Hombres;14.923
21 Huelva;De 10 a 14 años  ;Mujeres;13.994
21 Huelva;De 15 a 19 años  ;Hombres;13.505
21 Huelva;De 15 a 19 años  ;Mujeres;12.842
21 Huelva;De 20 a 24 años;Hombres;12.594
21 Huelva;De 20 a 24 años;Mujeres;11.990
21 Huelva;De 25 a 29 años;Hombres;13.210
21 Huelva;De 25 a 29 años;Mujeres;12.360
21 Huelva;De 30 a 34 años;Hombres;13.942
21 Huelva;De 30 a 34 años;Mujeres;13.588
21 Huelva;De 35 a 39 años;Hombres;16.342
21 Huelva;De 35 a 39 años;Mujeres;16.163
21 Huelva;De 40 a 44 años;Hombres;19.990
21 Huelva;De 40 a 44 años;Mujeres;19.052
21 Huelva;De 45 a 49 años;Hombres;19.740
21 Huelva;De 45 a 49 años;Mujeres;19.130
21 Huelva;De 50 a 54 años;Hombres;19.115
21 Huelva;De 50 a 54 años;Mujeres;18.656
21 Huelva;De 55 a 59 años;Hombres;16.970
21 Huelva;De 55 a 59 años;Mujeres;17.198
21 Huelva;De 60 a 64 años;Hombres;14.737
21 Huelva;De 60 a 64 años;Mujeres;15.056
21 Huelva;De 65 a 69 años;Hombres;11.673
21 Huelva;De 65 a 69 años;Mujeres;12.117
21 Huelva;De 70 a 74 años  ;Hombres;10.194
21 Huelva;De 70 a 74 años  ;Mujeres;11.303
21 Huelva;De 75 a 79 años  ;Hombres;7.588
21 Huelva;De 75 a 79 años  ;Mujeres;9.381
21 Huelva;De 80 a 84 años  ;Hombres;4.762
21 Huelva;De 80 a 84 años  ;Mujeres;7.248
21 Huelva;De 85 a 89 años  ;Hombres;3.054
21 Huelva;De 85 a 89 años  ;Mujeres;5.584
21 Huelva;90 y más años;Hombres;1.131
21 Huelva;90 y más años;Mujeres;2.804
22 Huesca;De 0 a 4 años;Hombres;3.639
22 Huesca;De 0 a 4 años;Mujeres;3.419
22 Huesca;De 5 a 9 años;Hombres;4.289
22 Huesca;De 5 a 9 años;Mujeres;4.265
22 Huesca;De 10 a 14 años  ;Hombres;5.006
22 Huesca;De 10 a 14 años  ;Mujeres;4.640
22 Huesca;De 15 a 19 años  ;Hombres;4.600
22 Huesca;De 15 a 19 años  ;Mujeres;4.364
22 Huesca;De 20 a 24 años;Hombres;4.453
22 Huesca;De 20 a 24 años;Mujeres;4.121
22 Huesca;De 25 a 29 años;Hombres;4.368
22 Huesca;De 25 a 29 años;Mujeres;3.876
22 Huesca;De 30 a 34 años;Hombres;4.817
22 Huesca;De 30 a 34 años;Mujeres;4.202
22 Huesca;De 35 a 39 años;Hombres;5.755
22 Huesca;De 35 a 39 años;Mujeres;5.126
22 Huesca;De 40 a 44 años;Hombres;7.399
22 Huesca;De 40 a 44 años;Mujeres;6.706
22 Huesca;De 45 a 49 años;Hombres;7.557
22 Huesca;De 45 a 49 años;Mujeres;6.996
22 Huesca;De 50 a 54 años;Hombres;7.664
22 Huesca;De 50 a 54 años;Mujeres;7.236
22 Huesca;De 55 a 59 años;Hombres;7.943
22 Huesca;De 55 a 59 años;Mujeres;7.416
22 Huesca;De 60 a 64 años;Hombres;7.235
22 Huesca;De 60 a 64 años;Mujeres;6.896
22 Huesca;De 65 a 69 años;Hombres;5.900
22 Huesca;De 65 a 69 años;Mujeres;5.819
22 Huesca;De 70 a 74 años  ;Hombres;5.313
22 Huesca;De 70 a 74 años  ;Mujeres;5.381
22 Huesca;De 75 a 79 años  ;Hombres;3.952
22 Huesca;De 75 a 79 años  ;Mujeres;4.688
22 Huesca;De 80 a 84 años  ;Hombres;3.079
22 Huesca;De 80 a 84 años  ;Mujeres;4.043
22 Huesca;De 85 a 89 años  ;Hombres;2.603
22 Huesca;De 85 a 89 años  ;Mujeres;3.937
22 Huesca;90 y más años;Hombres;1.434
22 Huesca;90 y más años;Mujeres;3.000
23 Jaén;De 0 a 4 años;Hombres;12.410
23 Jaén;De 0 a 4 años;Mujeres;11.672
23 Jaén;De 5 a 9 años;Hombres;14.294
23 Jaén;De 5 a 9 años;Mujeres;13.572
23 Jaén;De 10 a 14 años  ;Hombres;16.648
23 Jaén;De 10 a 14 años  ;Mujeres;15.655
23 Jaén;De 15 a 19 años  ;Hombres;17.045
23 Jaén;De 15 a 19 años  ;Mujeres;15.991
23 Jaén;De 20 a 24 años;Hombres;18.015
23 Jaén;De 20 a 24 años;Mujeres;16.682
23 Jaén;De 25 a 29 años;Hombres;19.292
23 Jaén;De 25 a 29 años;Mujeres;17.713
23 Jaén;De 30 a 34 años;Hombres;18.635
23 Jaén;De 30 a 34 años;Mujeres;17.237
23 Jaén;De 35 a 39 años;Hombres;19.634
23 Jaén;De 35 a 39 años;Mujeres;18.447
23 Jaén;De 40 a 44 años;Hombres;22.144
23 Jaén;De 40 a 44 años;Mujeres;20.906
23 Jaén;De 45 a 49 años;Hombres;23.052
23 Jaén;De 45 a 49 años;Mujeres;22.021
23 Jaén;De 50 a 54 años;Hombres;24.372
23 Jaén;De 50 a 54 años;Mujeres;24.310
23 Jaén;De 55 a 59 años;Hombres;24.568
23 Jaén;De 55 a 59 años;Mujeres;24.580
23 Jaén;De 60 a 64 años;Hombres;20.741
23 Jaén;De 60 a 64 años;Mujeres;20.659
23 Jaén;De 65 a 69 años;Hombres;15.132
23 Jaén;De 65 a 69 años;Mujeres;15.818
23 Jaén;De 70 a 74 años  ;Hombres;12.218
23 Jaén;De 70 a 74 años  ;Mujeres;14.297
23 Jaén;De 75 a 79 años  ;Hombres;9.600
23 Jaén;De 75 a 79 años  ;Mujeres;13.210
23 Jaén;De 80 a 84 años  ;Hombres;7.566
23 Jaén;De 80 a 84 años  ;Mujeres;11.506
23 Jaén;De 85 a 89 años  ;Hombres;5.595
23 Jaén;De 85 a 89 años  ;Mujeres;9.115
