provincias;grupo_edad;sexo;poblacion_total
23 Jaén;90 y más años;Hombres;2.487
23 Jaén;90 y más años;Mujeres;4.805
24 León;De 0 a 4 años;Hombres;6.372
24 León;De 0 a 4 años;Mujeres;6.010
24 León;De 5 a 9 años;Hombres;7.945
24 León;De 5 a 9 años;Mujeres;7.350
24 León;De 10 a 14 años  ;Hombres;8.710
24 León;De 10 a 14 años  ;Mujeres;8.291
24 León;De 15 a 19 años  ;Hombres;8.676
24 León;De 15 a 19 años  ;Mujeres;8.358
24 León;De 20 a 24 años;Hombres;8.699
24 León;De 20 a 24 años;Mujeres;8.068
24 León;De 25 a 29 años;Hombres;9.021
24 León;De 25 a 29 años;Mujeres;8.119
24 León;De 30 a 34 años;Hombres;10.245
24 León;De 30 a 34 años;Mujeres;9.540
24 León;De 35 a 39 años;Hombres;12.975
24 León;De 35 a 39 años;Mujeres;12.367
24 León;De 40 a 44 años;Hombres;15.280
24 León;De 40 a 44 años;Mujeres;15.108
24 León;De 45 a 49 años;Hombres;16.328
24 León;De 45 a 49 años;Mujeres;16.091
24 León;De 50 a 54 años;Hombres;17.198
24 León;De 50 a 54 años;Mujeres;17.331
24 León;De 55 a 59 años;Hombres;18.120
24 León;De 55 a 59 años;Mujeres;18.423
24 León;De 60 a 64 años;Hombres;17.455
24 León;De 60 a 64 años;Mujeres;17.181
24 León;De 65 a 69 años;Hombres;14.184
24 León;De 65 a 69 años;Mujeres;14.308
24 León;De 70 a 74 años  ;Hombres;12.082
24 León;De 70 a 74 años  ;Mujeres;13.525
24 León;De 75 a 79 años  ;Hombres;9.793
24 León;De 75 a 79 años  ;Mujeres;12.170
24 León;De 80 a 84 años  ;Hombres;7.564
24 León;De 80 a 84 años  ;Mujeres;11.238
24 León;De 85 a 89 años  ;Hombres;6.425
24 León;De 85 a 89 años  ;Mujeres;10.952
24 León;90 y más años;Hombres;3.363
24 León;90 y más años;Mujeres;7.577
25 Lleida;De 0 a 4 años;Hombres;6.961
25 Lleida;De 0 a 4 años;Mujeres;6.745
25 Lleida;De 5 a 9 años;Hombres;9.017
25 Lleida;De 5 a 9 años;Mujeres;8.553
25 Lleida;De 10 a 14 años  ;Hombres;10.137
25 Lleida;De 10 a 14 años  ;Mujeres;9.441
25 Lleida;De 15 a 19 años  ;Hombres;9.190
25 Lleida;De 15 a 19 años  ;Mujeres;8.578
25 Lleida;De 20 a 24 años;Hombres;8.556
25 Lleida;De 20 a 24 años;Mujeres;8.017
25 Lleida;De 25 a 29 años;Hombres;8.260
25 Lleida;De 25 a 29 años;Mujeres;7.694
25 Lleida;De 30 a 34 años;Hombres;8.532
25 Lleida;De 30 a 34 años;Mujeres;8.069
25 Lleida;De 35 a 39 años;Hombres;10.466
25 Lleida;De 35 a 39 años;Mujeres;9.786
25 Lleida;De 40 a 44 años;Hombres;13.840
25 Lleida;De 40 a 44 años;Mujeres;13.022
25 Lleida;De 45 a 49 años;Hombres;14.271
25 Lleida;De 45 a 49 años;Mujeres;13.344
25 Lleida;De 50 a 54 años;Hombres;14.236
25 Lleida;De 50 a 54 años;Mujeres;13.105
25 Lleida;De 55 a 59 años;Hombres;14.141
25 Lleida;De 55 a 59 años;Mujeres;13.776
25 Lleida;De 60 a 64 años;Hombres;12.571
25 Lleida;De 60 a 64 años;Mujeres;12.219
25 Lleida;De 65 a 69 años;Hombres;10.481
25 Lleida;De 65 a 69 años;Mujeres;10.524
25 Lleida;De 70 a 74 años  ;Hombres;8.952
25 Lleida;De 70 a 74 años  ;Mujeres;9.928
25 Lleida;De 75 a 79 años  ;Hombres;6.926
25 Lleida;De 75 a 79 años  ;Mujeres;8.380
25 Lleida;De 80 a 84 años  ;Hombres;4.714
25 Lleida;De 80 a 84 años  ;Mujeres;6.589
25 Lleida;De 85 a 89 años  ;Hombres;4.000
25 Lleida;De 85 a 89 años  ;Mujeres;6.435
25 Lleida;90 y más años;Hombres;2.101
25 Lleida;90 y más años;Mujeres;4.359
27 Lugo;De 0 a 4 años;Hombres;4.610
27 Lugo;De 0 a 4 años;Mujeres;4.469
27 Lugo;De 5 a 9 años;Hombres;5.345
27 Lugo;De 5 a 9 años;Mujeres;5.131
27 Lugo;De 10 a 14 años  ;Hombres;5.527
27 Lugo;De 10 a 14 años  ;Mujeres;5.316
27 Lugo;De 15 a 19 años  ;Hombres;5.431
27 Lugo;De 15 a 19 años  ;Mujeres;5.179
27 Lugo;De 20 a 24 años;Hombres;5.513
27 Lugo;De 20 a 24 años;Mujeres;5.258
27 Lugo;De 25 a 29 años;Hombres;6.369
27 Lugo;De 25 a 29 años;Mujeres;6.020
27 Lugo;De 30 a 34 años;Hombres;7.495
27 Lugo;De 30 a 34 años;Mujeres;7.192
27 Lugo;De 35 a 39 años;Hombres;9.406
27 Lugo;De 35 a 39 años;Mujeres;9.148
27 Lugo;De 40 a 44 años;Hombres;11.264
27 Lugo;De 40 a 44 años;Mujeres;11.231
27 Lugo;De 45 a 49 años;Hombres;11.303
27 Lugo;De 45 a 49 años;Mujeres;11.376
27 Lugo;De 50 a 54 años;Hombres;11.767
27 Lugo;De 50 a 54 años;Mujeres;12.215
27 Lugo;De 55 a 59 años;Hombres;12.177
27 Lugo;De 55 a 59 años;Mujeres;12.353
27 Lugo;De 60 a 64 años;Hombres;11.827
27 Lugo;De 60 a 64 años;Mujeres;11.678
27 Lugo;De 65 a 69 años;Hombres;10.399
27 Lugo;De 65 a 69 años;Mujeres;10.285
27 Lugo;De 70 a 74 años  ;Hombres;9.241
27 Lugo;De 70 a 74 años  ;Mujeres;10.051
27 Lugo;De 75 a 79 años  ;Hombres;7.949
27 Lugo;De 75 a 79 años  ;Mujeres;9.804
27 Lugo;De 80 a 84 años  ;Hombres;6.315
27 Lugo;De 80 a 84 años  ;Mujeres;8.848
27 Lugo;De 85 a 89 años  ;Hombres;5.193
27 Lugo;De 85 a 89 años  ;Mujeres;8.315
27 Lugo;90 y más años;Hombres;2.751
27 Lugo;90 y más años;Mujeres;5.662
28 Madrid;De 0 a 4 años;Hombres;130.588
28 Madrid;De 0 a 4 años;Mujeres;123.533
28 Madrid;De 5 a 9 años;Hombres;156.936
28 Madrid;De 5 a 9 años;Mujeres;148.334
28 Madrid;De 10 a 14 años  ;Hombres;170.677
28 Madrid;De 10 a 14 años  ;Mujeres;160.880
28 Madrid;De 15 a 19 años  ;Hombres;160.213
28 Madrid;De 15 a 19 años  ;Mujeres;152.080
28 Madrid;De 20 a 24 años;Hombres;142.036
28 Madrid;De 20 a 24 años;Mujeres;135.075
28 Madrid;De 25 a 29 años;Hombres;146.775
28 Madrid;De 25 a 29 años;Mujeres;143.780
28 Madrid;De 30 a 34 años;Hombres;160.358
28 Madrid;De 30 a 34 años;Mujeres;159.057
28 Madrid;De 35 a 39 años;Hombres;192.405
28 Madrid;De 35 a 39 años;Mujeres;195.338
28 Madrid;De 40 a 44 años;Hombres;239.689
28 Madrid;De 40 a 44 años;Mujeres;246.434
28 Madrid;De 45 a 49 años;Hombres;246.199
28 Madrid;De 45 a 49 años;Mujeres;253.907
28 Madrid;De 50 a 54 años;Hombres;223.726
28 Madrid;De 50 a 54 años;Mujeres;236.155
28 Madrid;De 55 a 59 años;Hombres;200.813
28 Madrid;De 55 a 59 años;Mujeres;219.761
28 Madrid;De 60 a 64 años;Hombres;168.779
28 Madrid;De 60 a 64 años;Mujeres;193.913
28 Madrid;De 65 a 69 años;Hombres;137.745
28 Madrid;De 65 a 69 años;Mujeres;166.139
28 Madrid;De 70 a 74 años  ;Hombres;125.794
28 Madrid;De 70 a 74 años  ;Mujeres;158.057
28 Madrid;De 75 a 79 años  ;Hombres;97.274
28 Madrid;De 75 a 79 años  ;Mujeres;128.675
28 Madrid;De 80 a 84 años  ;Hombres;62.960
28 Madrid;De 80 a 84 años  ;Mujeres;97.539
28 Madrid;De 85 a 89 años  ;Hombres;42.970
28 Madrid;De 85 a 89 años  ;Mujeres;79.016
28 Madrid;90 y más años;Hombres;20.394
28 Madrid;90 y más años;Mujeres;53.888
29 Málaga;De 0 a 4 años;Hombres;32.282
29 Málaga;De 0 a 4 años;Mujeres;30.452
29 Málaga;De 5 a 9 años;Hombres;39.288
29 Málaga;De 5 a 9 años;Mujeres;37.234
29 Málaga;De 10 a 14 años  ;Hombres;44.229
29 Málaga;De 10 a 14 años  ;Mujeres;41.544
29 Málaga;De 15 a 19 años  ;Hombres;41.078
29 Málaga;De 15 a 19 años  ;Mujeres;39.101
29 Málaga;De 20 a 24 años;Hombres;36.808
29 Málaga;De 20 a 24 años;Mujeres;35.204
29 Málaga;De 25 a 29 años;Hombres;37.158
29 Málaga;De 25 a 29 años;Mujeres;35.915
29 Málaga;De 30 a 34 años;Hombres;40.946
29 Málaga;De 30 a 34 años;Mujeres;40.404
29 Málaga;De 35 a 39 años;Hombres;49.816
29 Málaga;De 35 a 39 años;Mujeres;49.869
29 Málaga;De 40 a 44 años;Hombres;58.988
29 Málaga;De 40 a 44 años;Mujeres;58.269
29 Málaga;De 45 a 49 años;Hombres;58.935
29 Málaga;De 45 a 49 años;Mujeres;58.869
29 Málaga;De 50 a 54 años;Hombres;55.256
29 Málaga;De 50 a 54 años;Mujeres;56.610
29 Málaga;De 55 a 59 años;Hombres;50.001
29 Málaga;De 55 a 59 años;Mujeres;52.405
29 Málaga;De 60 a 64 años;Hombres;41.798
29 Málaga;De 60 a 64 años;Mujeres;44.931
29 Málaga;De 65 a 69 años;Hombres;33.469
29 Málaga;De 65 a 69 años;Mujeres;36.881
29 Málaga;De 70 a 74 años  ;Hombres;29.219
29 Málaga;De 70 a 74 años  ;Mujeres;33.382
29 Málaga;De 75 a 79 años  ;Hombres;21.380
29 Málaga;De 75 a 79 años  ;Mujeres;26.853
29 Málaga;De 80 a 84 años  ;Hombres;13.688
29 Málaga;De 80 a 84 años  ;Mujeres;20.288
29 Málaga;De 85 a 89 años  ;Hombres;7.797
29 Málaga;De 85 a 89 años  ;Mujeres;14.105
29 Málaga;90 y más años;Hombres;3.301
29 Málaga;90 y más años;Mujeres;7.684
30 Murcia;De 0 a 4 años;Hombres;31.535
30 Murcia;De 0 a 4 años;Mujeres;29.941
30 Murcia;De 5 a 9 años;Hombres;37.703
30 Murcia;De 5 a 9 años;Mujeres;35.118
30 Murcia;De 10 a 14 años  ;Hombres;41.790
30 Murcia;De 10 a 14 años  ;Mujeres;39.392
30 Murcia;De 15 a 19 años  ;Hombres;39.829
30 Murcia;De 15 a 19 años  ;Mujeres;37.536
30 Murcia;De 20 a 24 años;Hombres;35.661
30 Murcia;De 20 a 24 años;Mujeres;33.823
30 Murcia;De 25 a 29 años;Hombres;35.547
30 Murcia;De 25 a 29 años;Mujeres;33.622
30 Murcia;De 30 a 34 años;Hombres;37.277
30 Murcia;De 30 a 34 años;Mujeres;35.659
30 Murcia;De 35 a 39 años;Hombres;44.049
30 Murcia;De 35 a 39 años;Mujeres;43.202
30 Murcia;De 40 a 44 años;Hombres;53.919
30 Murcia;De 40 a 44 años;Mujeres;51.731
30 Murcia;De 45 a 49 años;Hombres;52.977
30 Murcia;De 45 a 49 años;Mujeres;51.647
30 Murcia;De 50 a 54 años;Hombres;50.473
30 Murcia;De 50 a 54 años;Mujeres;50.435
30 Murcia;De 55 a 59 años;Hombres;44.253
30 Murcia;De 55 a 59 años;Mujeres;45.405
30 Murcia;De 60 a 64 años;Hombres;36.771
30 Murcia;De 60 a 64 años;Mujeres;38.992
30 Murcia;De 65 a 69 años;Hombres;28.762
30 Murcia;De 65 a 69 años;Mujeres;31.431
30 Murcia;De 70 a 74 años  ;Hombres;24.513
30 Murcia;De 70 a 74 años  ;Mujeres;28.828
30 Murcia;De 75 a 79 años  ;Hombres;18.274
30 Murcia;De 75 a 79 años  ;Mujeres;23.410
30 Murcia;De 80 a 84 años  ;Hombres;13.515
30 Murcia;De 80 a 84 años  ;Mujeres;19.649
30 Murcia;De 85 a 89 años  ;Hombres;8.756
30 Murcia;De 85 a 89 años  ;Mujeres;14.733
30 Murcia;90 y más años;Hombres;3.834
30 Murcia;90 y más años;Mujeres;7.890
31 Navarra;De 0 a 4 años;Hombres;12.426
31 Navarra;De 0 a 4 años;Mujeres;11.780
31 Navarra;De 5 a 9 años;Hombres;15.750
31 Navarra;De 5 a 9 años;Mujeres;14.878
31 Navarra;De 10 a 14 años  ;Hombres;16.902
31 Navarra;De 10 a 14 años  ;Mujeres;16.112
31 Navarra;De 15 a 19 años  ;Hombres;16.399
31 Navarra;De 15 a 19 años  ;Mujeres;15.484
31 Navarra;De 20 a 24 años;Hombres;14.915
31 Navarra;De 20 a 24 años;Mujeres;14.226
31 Navarra;De 25 a 29 años;Hombres;13.840
31 Navarra;De 25 a 29 años;Mujeres;12.971
31 Navarra;De 30 a 34 años;Hombres;14.160
31 Navarra;De 30 a 34 años;Mujeres;13.551
31 Navarra;De 35 a 39 años;Hombres;17.570
31 Navarra;De 35 a 39 años;Mujeres;17.403
31 Navarra;De 40 a 44 años;Hombres;23.352
31 Navarra;De 40 a 44 años;Mujeres;22.652
31 Navarra;De 45 a 49 años;Hombres;24.427
31 Navarra;De 45 a 49 años;Mujeres;23.588
31 Navarra;De 50 a 54 años;Hombres;23.574
31 Navarra;De 50 a 54 años;Mujeres;22.909
31 Navarra;De 55 a 59 años;Hombres;22.036
31 Navarra;De 55 a 59 años;Mujeres;21.679
31 Navarra;De 60 a 64 años;Hombres;19.341
31 Navarra;De 60 a 64 años;Mujeres;19.418
31 Navarra;De 65 a 69 años;Hombres;16.159
31 Navarra;De 65 a 69 años;Mujeres;16.691
31 Navarra;De 70 a 74 años  ;Hombres;14.577
31 Navarra;De 70 a 74 años  ;Mujeres;16.008
31 Navarra;De 75 a 79 años  ;Hombres;11.297
31 Navarra;De 75 a 79 años  ;Mujeres;13.192
31 Navarra;De 80 a 84 años  ;Hombres;7.320
31 Navarra;De 80 a 84 años  ;Mujeres;10.114
31 Navarra;De 85 a 89 años  ;Hombres;5.215
31 Navarra;De 85 a 89 años  ;Mujeres;9.018
31 Navarra;90 y más años;Hombres;2.573
31 Navarra;90 y más años;Mujeres;6.500
32 Ourense;De 0 a 4 años;Hombres;4.013
32 Ourense;De 0 a 4 años;Mujeres;3.720
32 Ourense;De 5 a 9 años;Hombres;4.904
32 Ourense;De 5 a 9 años;Mujeres;4.549
32 Ourense;De 10 a 14 años  ;Hombres;5.443
32 Ourense;De 10 a 14 años  ;Mujeres;5.140
32 Ourense;De 15 a 19 años  ;Hombres;5.243
32 Ourense;De 15 a 19 años  ;Mujeres;4.936
32 Ourense;De 20 a 24 años;Hombres;5.327
32 Ourense;De 20 a 24 años;Mujeres;4.992
32 Ourense;De 25 a 29 años;Hombres;6.030
32 Ourense;De 25 a 29 años;Mujeres;5.642
32 Ourense;De 30 a 34 años;Hombres;6.579
32 Ourense;De 30 a 34 años;Mujeres;6.371
32 Ourense;De 35 a 39 años;Hombres;8.269
32 Ourense;De 35 a 39 años;Mujeres;7.928
32 Ourense;De 40 a 44 años;Hombres;10.190
32 Ourense;De 40 a 44 años;Mujeres;10.141
32 Ourense;De 45 a 49 años;Hombres;10.336
32 Ourense;De 45 a 49 años;Mujeres;10.337
32 Ourense;De 50 a 54 años;Hombres;10.685
32 Ourense;De 50 a 54 años;Mujeres;10.869
32 Ourense;De 55 a 59 años;Hombres;10.554
32 Ourense;De 55 a 59 años;Mujeres;11.057
32 Ourense;De 60 a 64 años;Hombres;10.345
32 Ourense;De 60 a 64 años;Mujeres;10.758
32 Ourense;De 65 a 69 años;Hombres;9.560
32 Ourense;De 65 a 69 años;Mujeres;10.142
32 Ourense;De 70 a 74 años  ;Hombres;9.573
32 Ourense;De 70 a 74 años  ;Mujeres;10.613
32 Ourense;De 75 a 79 años  ;Hombres;8.274
32 Ourense;De 75 a 79 años  ;Mujeres;10.233
32 Ourense;De 80 a 84 años  ;Hombres;6.223
32 Ourense;De 80 a 84 años  ;Mujeres;8.603
32 Ourense;De 85 a 89 años  ;Hombres;5.078
32 Ourense;De 85 a 89 años  ;Mujeres;8.193
32 Ourense;90 y más años;Hombres;2.590
32 Ourense;90 y más años;Mujeres;5.590
34 Palencia;De 0 a 4 años;Hombres;2.471
34 Palencia;De 0 a 4 años;Mujeres;2.331
34 Palencia;De 5 a 9 años;Hombres;2.968
34 Palencia;De 5 a 9 años;Mujeres;2.705
34 Palencia;De 10 a 14 años  ;Hombres;3.044
34 Palencia;De 10 a 14 años  ;Mujeres;2.964
34 Palencia;De 15 a 19 años  ;Hombres;3.114
34 Palencia;De 15 a 19 años  ;Mujeres;2.988
34 Palencia;De 20 a 24 años;Hombres;3.141
34 Palencia;De 20 a 24 años;Mujeres;3.053
34 Palencia;De 25 a 29 años;Hombres;3.403
34 Palencia;De 25 a 29 años;Mujeres;3.050
34 Palencia;De 30 a 34 años;Hombres;3.840
34 Palencia;De 30 a 34 años;Mujeres;3.467
34 Palencia;De 35 a 39 años;Hombres;4.545
34 Palencia;De 35 a 39 años;Mujeres;4.246
34 Palencia;De 40 a 44 años;Hombres;5.428
34 Palencia;De 40 a 44 años;Mujeres;5.191
34 Palencia;De 45 a 49 años;Hombres;5.557
34 Palencia;De 45 a 49 años;Mujeres;5.302
34 Palencia;De 50 a 54 años;Hombres;6.233
34 Palencia;De 50 a 54 años;Mujeres;5.822
34 Palencia;De 55 a 59 años;Hombres;6.582
34 Palencia;De 55 a 59 años;Mujeres;6.480
34 Palencia;De 60 a 64 años;Hombres;6.525
34 Palencia;De 60 a 64 años;Mujeres;6.325
34 Palencia;De 65 a 69 años;Hombres;5.522
34 Palencia;De 65 a 69 años;Mujeres;5.048
34 Palencia;De 70 a 74 años  ;Hombres;4.406
34 Palencia;De 70 a 74 años  ;Mujeres;4.389
34 Palencia;De 75 a 79 años  ;Hombres;3.359
34 Palencia;De 75 a 79 años  ;Mujeres;3.947
34 Palencia;De 80 a 84 años  ;Hombres;2.240
34 Palencia;De 80 a 84 años  ;Mujeres;3.200
34 Palencia;De 85 a 89 años  ;Hombres;1.804
34 Palencia;De 85 a 89 años  ;Mujeres;3.368
34 Palencia;90 y más años;Hombres;980
34 Palencia;90 y más años;Mujeres;2.533
35 Palmas, Las;De 0 a 4 años;Hombres;18.211
35 Palmas, Las;De 0 a 4 años;Mujeres;17.212
35 Palmas, Las;De 5 a 9 años;Hombres;21.389
35 Palmas, Las;De 5 a 9 años;Mujeres;20.214
35 Palmas, Las;De 10 a 14 años  ;Hombres;27.035
35 Palmas, Las;De 10 a 14 años  ;Mujeres;25.839
35 Palmas, Las;De 15 a 19 años  ;Hombres;28.883
35 Palmas, Las;De 15 a 19 años  ;Mujeres;27.391
35 Palmas, Las;De 20 a 24 años;Hombres;26.380
35 Palmas, Las;De 20 a 24 años;Mujeres;26.897
35 Palmas, Las;De 25 a 29 años;Hombres;28.023
35 Palmas, Las;De 25 a 29 años;Mujeres;26.676
35 Palmas, Las;De 30 a 34 años;Hombres;30.594
35 Palmas, Las;De 30 a 34 años;Mujeres;30.136
35 Palmas, Las;De 35 a 39 años;Hombres;34.831
35 Palmas, Las;De 35 a 39 años;Mujeres;34.427
35 Palmas, Las;De 40 a 44 años;Hombres;41.475
35 Palmas, Las;De 40 a 44 años;Mujeres;40.530
35 Palmas, Las;De 45 a 49 años;Hombres;46.529
35 Palmas, Las;De 45 a 49 años;Mujeres;44.882
35 Palmas, Las;De 50 a 54 años;Hombres;44.152
35 Palmas, Las;De 50 a 54 años;Mujeres;42.893
35 Palmas, Las;De 55 a 59 años;Hombres;39.266
35 Palmas, Las;De 55 a 59 años;Mujeres;38.684
35 Palmas, Las;De 60 a 64 años;Hombres;29.769
35 Palmas, Las;De 60 a 64 años;Mujeres;29.869
35 Palmas, Las;De 65 a 69 años;Hombres;23.667
35 Palmas, Las;De 65 a 69 años;Mujeres;24.973
35 Palmas, Las;De 70 a 74 años  ;Hombres;18.527
35 Palmas, Las;De 70 a 74 años  ;Mujeres;20.772
35 Palmas, Las;De 75 a 79 años  ;Hombres;13.533
35 Palmas, Las;De 75 a 79 años  ;Mujeres;16.239
35 Palmas, Las;De 80 a 84 años  ;Hombres;8.202
35 Palmas, Las;De 80 a 84 años  ;Mujeres;11.798
35 Palmas, Las;De 85 a 89 años  ;Hombres;5.285
35 Palmas, Las;De 85 a 89 años  ;Mujeres;8.904
35 Palmas, Las;90 y más años;Hombres;2.235
35 Palmas, Las;90 y más años;Mujeres;4.737
36 Pontevedra;De 0 a 4 años;Hombres;16.168
36 Pontevedra;De 0 a 4 años;Mujeres;15.095
36 Pontevedra;De 5 a 9 años;Hombres;20.023
36 Pontevedra;De 5 a 9 años;Mujeres;18.259
36 Pontevedra;De 10 a 14 años  ;Hombres;22.644
36 Pontevedra;De 10 a 14 años  ;Mujeres;20.827
36 Pontevedra;De 15 a 19 años  ;Hombres;21.575
36 Pontevedra;De 15 a 19 años  ;Mujeres;19.943
36 Pontevedra;De 20 a 24 años;Hombres;19.874
36 Pontevedra;De 20 a 24 años;Mujeres;18.621
36 Pontevedra;De 25 a 29 años;Hombres;20.992
36 Pontevedra;De 25 a 29 años;Mujeres;19.590
36 Pontevedra;De 30 a 34 años;Hombres;22.916
36 Pontevedra;De 30 a 34 años;Mujeres;22.425
36 Pontevedra;De 35 a 39 años;Hombres;29.803
36 Pontevedra;De 35 a 39 años;Mujeres;29.273
36 Pontevedra;De 40 a 44 años;Hombres;38.791
36 Pontevedra;De 40 a 44 años;Mujeres;39.150
36 Pontevedra;De 45 a 49 años;Hombres;38.299
36 Pontevedra;De 45 a 49 años;Mujeres;38.361
36 Pontevedra;De 50 a 54 años;Hombres;35.491
36 Pontevedra;De 50 a 54 años;Mujeres;36.062
36 Pontevedra;De 55 a 59 años;Hombres;31.240
36 Pontevedra;De 55 a 59 años;Mujeres;33.429
36 Pontevedra;De 60 a 64 años;Hombres;28.931
36 Pontevedra;De 60 a 64 años;Mujeres;31.821
36 Pontevedra;De 65 a 69 años;Hombres;25.088
36 Pontevedra;De 65 a 69 años;Mujeres;28.477
36 Pontevedra;De 70 a 74 años  ;Hombres;23.681
36 Pontevedra;De 70 a 74 años  ;Mujeres;27.738
36 Pontevedra;De 75 a 79 años  ;Hombres;17.992
36 Pontevedra;De 75 a 79 años  ;Mujeres;22.828
36 Pontevedra;De 80 a 84 años  ;Hombres;11.766
36 Pontevedra;De 80 a 84 años  ;Mujeres;18.146
36 Pontevedra;De 85 a 89 años  ;Hombres;8.411
36 Pontevedra;De 85 a 89 años  ;Mujeres;15.818
36 Pontevedra;90 y más años;Hombres;3.969
36 Pontevedra;90 y más años;Mujeres;9.838
26 Rioja, La;De 0 a 4 años;Hombres;5.214
26 Rioja, La;De 0 a 4 años;Mujeres;4.885
26 Rioja, La;De 5 a 9 años;Hombres;6.575
26 Rioja, La;De 5 a 9 años;Mujeres;6.263
26 Rioja, La;De 10 a 14 años  ;Hombres;7.415
26 Rioja, La;De 10 a 14 años  ;Mujeres;6.927
26 Rioja, La;De 15 a 19 años  ;Hombres;6.923
26 Rioja, La;De 15 a 19 años  ;Mujeres;6.708
26 Rioja, La;De 20 a 24 años;Hombres;6.218
26 Rioja, La;De 20 a 24 años;Mujeres;5.985
26 Rioja, La;De 25 a 29 años;Hombres;5.924
26 Rioja, La;De 25 a 29 años;Mujeres;5.675
26 Rioja, La;De 30 a 34 años;Hombres;6.568
26 Rioja, La;De 30 a 34 años;Mujeres;6.345
26 Rioja, La;De 35 a 39 años;Hombres;8.480
26 Rioja, La;De 35 a 39 años;Mujeres;8.063
26 Rioja, La;De 40 a 44 años;Hombres;11.180
26 Rioja, La;De 40 a 44 años;Mujeres;10.860
26 Rioja, La;De 45 a 49 años;Hombres;11.492
26 Rioja, La;De 45 a 49 años;Mujeres;10.882
26 Rioja, La;De 50 a 54 años;Hombres;10.918
26 Rioja, La;De 50 a 54 años;Mujeres;10.781
26 Rioja, La;De 55 a 59 años;Hombres;10.693
26 Rioja, La;De 55 a 59 años;Mujeres;10.667
26 Rioja, La;De 60 a 64 años;Hombres;9.839
26 Rioja, La;De 60 a 64 años;Mujeres;9.865
26 Rioja, La;De 65 a 69 años;Hombres;8.170
26 Rioja, La;De 65 a 69 años;Mujeres;8.228
26 Rioja, La;De 70 a 74 años  ;Hombres;7.276
26 Rioja, La;De 70 a 74 años  ;Mujeres;7.791
26 Rioja, La;De 75 a 79 años  ;Hombres;5.781
26 Rioja, La;De 75 a 79 años  ;Mujeres;6.698
26 Rioja, La;De 80 a 84 años  ;Hombres;3.707
26 Rioja, La;De 80 a 84 años  ;Mujeres;5.270
26 Rioja, La;De 85 a 89 años  ;Hombres;2.941
26 Rioja, La;De 85 a 89 años  ;Mujeres;4.973
26 Rioja, La;90 y más años;Hombres;1.509
26 Rioja, La;90 y más años;Mujeres;3.433
37 Salamanca;De 0 a 4 años;Hombres;5.043
37 Salamanca;De 0 a 4 años;Mujeres;4.823
37 Salamanca;De 5 a 9 años;Hombres;6.117
37 Salamanca;De 5 a 9 años;Mujeres;5.740
37 Salamanca;De 10 a 14 años  ;Hombres;7.103
37 Salamanca;De 10 a 14 años  ;Mujeres;6.564
37 Salamanca;De 15 a 19 años  ;Hombres;6.999
37 Salamanca;De 15 a 19 años  ;Mujeres;6.615
37 Salamanca;De 20 a 24 años;Hombres;6.863
37 Salamanca;De 20 a 24 años;Mujeres;6.478
37 Salamanca;De 25 a 29 años;Hombres;6.981
37 Salamanca;De 25 a 29 años;Mujeres;6.641
37 Salamanca;De 30 a 34 años;Hombres;7.571
37 Salamanca;De 30 a 34 años;Mujeres;7.061
37 Salamanca;De 35 a 39 años;Hombres;8.885
37 Salamanca;De 35 a 39 años;Mujeres;8.626
37 Salamanca;De 40 a 44 años;Hombres;10.551
37 Salamanca;De 40 a 44 años;Mujeres;10.431
37 Salamanca;De 45 a 49 años;Hombres;11.410
37 Salamanca;De 45 a 49 años;Mujeres;11.689
37 Salamanca;De 50 a 54 años;Hombres;12.383
37 Salamanca;De 50 a 54 años;Mujeres;12.725
37 Salamanca;De 55 a 59 años;Hombres;12.879
37 Salamanca;De 55 a 59 años;Mujeres;12.882
37 Salamanca;De 60 a 64 años;Hombres;11.660
37 Salamanca;De 60 a 64 años;Mujeres;11.755
37 Salamanca;De 65 a 69 años;Hombres;9.594
37 Salamanca;De 65 a 69 años;Mujeres;9.764
37 Salamanca;De 70 a 74 años  ;Hombres;8.508
37 Salamanca;De 70 a 74 años  ;Mujeres;9.707
37 Salamanca;De 75 a 79 años  ;Hombres;7.453
37 Salamanca;De 75 a 79 años  ;Mujeres;8.917
37 Salamanca;De 80 a 84 años  ;Hombres;5.659
37 Salamanca;De 80 a 84 años  ;Mujeres;7.712
37 Salamanca;De 85 a 89 años  ;Hombres;4.484
37 Salamanca;De 85 a 89 años  ;Mujeres;7.042
37 Salamanca;90 y más años;Hombres;2.573
37 Salamanca;90 y más años;Mujeres;5.398
38 Santa Cruz de Tenerife;De 0 a 4 años;Hombres;16.582
38 Santa Cruz de Tenerife;De 0 a 4 años;Mujeres;15.802
38 Santa Cruz de Tenerife;De 5 a 9 años;Hombres;19.629
38 Santa Cruz de Tenerife;De 5 a 9 años;Mujeres;18.754
38 Santa Cruz de Tenerife;De 10 a 14 años  ;Hombres;23.751
38 Santa Cruz de Tenerife;De 10 a 14 años  ;Mujeres;22.168
38 Santa Cruz de Tenerife;De 15 a 19 años  ;Hombres;24.225
38 Santa Cruz de Tenerife;De 15 a 19 años  ;Mujeres;22.633
38 Santa Cruz de Tenerife;De 20 a 24 años;Hombres;24.068
38 Santa Cruz de Tenerife;De 20 a 24 años;Mujeres;22.920
38 Santa Cruz de Tenerife;De 25 a 29 años;Hombres;25.112
38 Santa Cruz de Tenerife;De 25 a 29 años;Mujeres;24.275
